Date,Country,City
2022-05-08 05:37:02,Brazil,Timon
2019-09-26 17:43:45,Australia,Ryde
2025-07-10 22:16:36,United Kingdom,Harrogate
2020-09-27 09:01:02,Italy,Orta Nova
2018-10-27 19:55:36,India,Curchorem
2025-08-29 02:50:33,United States,Inglewood-Finn Hill
2016-03-17 19:50:22,Australia,Wantirna South
2018-10-15 07:03:09,United States,Enterprise
2018-07-01 13:37:20,Germany,Bürstadt
2022-08-19 10:08:17,United States,Wasco
2023-04-29 17:37:15,Japan,Kai
2016-12-17 16:20:52,Germany,Heilbronn
2025-06-08 20:12:52,France,Saint-Priest
2020-09-30 04:31:19,United States,Cutler Bay
2025-09-03 09:35:16,Mexico,San Mateo Otzacatipan
2023-02-05 15:07:48,India,Mahē
2020-01-12 23:46:26,Japan,Fukayachō
2020-04-07 01:02:22,Mexico,Tula de Allende
2020-12-21 07:19:14,United States,Ottumwa
2020-01-11 17:16:36,Mexico,Parral
2024-10-31 17:36:19,Spain,Santa Brígida
2025-01-21 19:39:00,Brazil,Jaguaripe
2019-05-12 01:34:17,Spain,La Solana
2025-01-30 08:57:52,United States,Daytona Beach
2019-03-23 02:55:29,United States,Defiance
2018-11-30 07:16:28,Canada,Bay Street Corridor
2024-03-02 22:25:00,Germany,Stadthagen
2024-12-17 18:12:14,Brazil,Manaus
2017-12-04 17:07:17,India,Kapadvanj
2017-05-27 01:27:17,United States,Burleson
2022-06-22 02:32:37,France,Haubourdin
2020-03-01 16:24:22,India,Pilkhua
2018-10-02 14:24:11,Japan,Arashiyama
2023-01-12 00:08:10,United States,Lincolnia
2018-07-02 04:38:11,United Kingdom,Weymouth
2018-04-29 10:10:21,United States,South Houston
2022-08-05 06:33:50,United States,Wenatchee
2025-04-12 19:52:47,United States,Harrison
2022-07-21 13:53:50,United States,Mooresville
2024-12-16 04:50:41,India,Bhogpur
2022-07-06 12:23:59,United States,Warrensburg
2023-10-12 14:12:36,India,Mahabalipuram
2019-11-24 10:41:53,India,Rameswaram
2016-09-08 12:19:17,United States,East Mount Airy
2017-02-19 09:58:17,United States,Chicago Heights
2019-05-24 02:51:05,India,Olavanna
2019-05-25 14:32:48,Brazil,Coromandel
2016-10-20 07:29:21,Mexico,Santa Catarina
2023-10-16 17:21:44,United Kingdom,Alloa
2022-04-21 16:10:39,France,Laon
2015-11-28 14:55:57,United States,Statesville
2017-04-14 03:24:09,United States,Morton
2021-12-05 00:24:05,Germany,Petersberg
2020-12-27 22:09:44,Brazil,Tanhaçu
2024-06-07 05:44:23,United States,Bradley
2022-09-08 04:10:18,United States,Elkhart
2018-03-02 06:59:05,India,Mangalagiri
2025-06-22 12:21:59,France,Les Ulis
2021-02-09 21:02:13,Germany,Unterschleißheim
2016-08-29 18:33:56,United States,Euless
2019-12-17 13:57:07,Japan,Shisui
2020-02-13 13:38:05,France,Eysines
2020-07-09 02:42:46,Brazil,Queimadas
2019-06-20 16:27:55,United States,Brent
2022-12-29 13:36:08,Italy,Alba
2017-07-27 02:10:45,Spain,Lalín
2017-03-29 23:49:06,India,Gurmatkāl
2015-12-26 02:48:44,Brazil,Água Preta
2023-04-14 16:11:52,Mexico,San José del Valle
2024-12-26 20:17:18,United States,Reynoldsburg
2025-06-22 07:11:14,United States,East Brainerd
2017-12-21 04:24:11,United States,Portsmouth Heights
2025-02-14 00:12:01,India,Kotapārh
2021-01-17 00:53:36,United Kingdom,Ramsbottom
2019-08-04 08:36:43,India,Badgām
2018-08-05 07:41:16,Japan,Shingū
2019-03-08 19:16:08,Mexico,Frontera
2022-01-26 20:15:51,Brazil,Guaratuba
2024-06-10 09:29:25,India,Rāmganj Mandi
2024-02-17 18:30:38,United States,Cedar Hill
2022-12-09 14:20:27,United States,Shakopee
2018-01-16 18:26:13,United States,Bradley
2024-01-14 14:59:32,Brazil,Novo Repartimento
2017-11-23 22:24:27,United Kingdom,Herne Bay
2018-12-13 05:29:14,Italy,Giulianova
2017-04-18 03:41:20,Japan,Kai
2024-06-28 13:48:28,United Kingdom,Royal Leamington Spa
2021-09-05 21:07:37,Brazil,Cajamar
2025-08-27 12:39:56,Brazil,Chã Grande
2019-10-14 11:34:21,Germany,Korbach
2021-08-13 07:11:20,Brazil,Valparaíso de Goiás
2020-02-05 19:20:53,India,Nowgong
2022-04-17 17:51:33,Canada,Markham
2023-05-28 20:10:05,Canada,Clanton Park
2022-07-09 08:15:06,Canada,Tecumseh
2024-12-21 02:34:21,India,Kashipur
2019-12-25 15:44:15,India,Paranda
2017-05-18 01:31:38,Germany,Eppingen
2017-11-21 17:54:53,United States,West Town
2023-08-28 21:33:42,India,Malpe
2017-03-23 05:30:22,United States,Queensbury
2019-07-06 22:48:04,France,La Pomme
2017-11-02 13:45:37,United States,McDonough
2024-06-10 11:28:36,Japan,Yonago
2022-05-16 07:48:23,France,Montigny-le-Bretonneux
2015-12-24 02:44:05,United States,West Hartford
2017-02-19 11:46:23,Japan,Chichibu
2017-04-09 12:29:32,Italy,Pinerolo
2020-02-12 16:00:11,India,Kanakapura
2017-10-06 20:13:47,United States,Arvin
2021-05-09 03:59:51,Brazil,Agudos
2024-04-08 02:17:36,India,Bhānpura
2023-03-17 10:32:06,Brazil,Tubarão
2017-04-01 04:54:58,Spain,Crevillente
2020-03-18 02:11:59,Spain,Torrox
2022-03-09 17:22:08,France,Dreux
2018-04-01 20:29:08,India,Sattenapalle
2944.18,2019-12-31 19:02:18,Germany,Tiffanyville
2016-11-20 07:49:18,Brazil,Coronel Fabriciano
2024-03-08 01:17:05,United States,Noblesville
2021-12-07 09:06:48,United States,Great Kills
2017-07-13 08:31:45,United States,Paterson
2021-04-24 19:24:02,United States,San Clemente
2020-06-28 16:47:48,United Kingdom,Bolton
2021-03-13 04:27:03,India,Devakottai
2023-01-19 07:26:42,Japan,Shiogama
2018-12-24 07:09:00,India,Guna
2024-05-16 21:54:52,United States,Kernersville
2020-04-20 23:09:07,United States,Jonesboro
2024-04-22 14:03:18,Canada,Carey
2023-01-30 21:39:29,India,Rādhanpur
2025-06-06 19:27:23,Japan,Higashigō
2016-12-09 21:23:24,India,Fatehpur Sīkri
2021-03-02 22:08:56,Canada,Saint-Bruno-de-Montarville
2019-01-13 10:37:39,India,Bārmer
2019-12-23 09:01:42,India,Etāwa
2024-03-14 07:45:42,Italy,Pinerolo
2017-09-12 00:43:39,Canada,Châteauguay
2017-09-23 00:48:07,India,Chittorgarh
2019-10-21 05:53:48,United Kingdom,Hounslow
2024-06-23 05:20:59,Japan,Fujimino
2024-12-01 21:03:41,Japan,Asakusa
2025-01-31 19:39:10,Japan,Sayama
2022-07-24 23:32:51,India,Pammal
2018-10-22 04:17:21,Japan,Hiji
2025-09-25 16:38:43,United States,Pocatello
2018-07-05 03:25:55,Italy,Rutigliano
2020-09-10 03:24:11,Mexico,Ciudad Mante
2021-04-05 04:23:24,India,Talāja
2017-06-25 15:51:23,United States,Cookeville
2025-08-08 03:39:31,India,Bhokardan
2025-05-07 02:08:49,Brazil,Nova Xavantina
2020-06-14 01:06:51,United States,Erlanger
2022-01-10 00:15:47,India,Jora
2017-08-01 14:59:37,Mexico,Chapala
2022-04-02 16:23:10,United Kingdom,Chalfont Saint Peter
2018-02-11 16:04:48,India,Nallūr
2018-06-04 01:13:58,Italy,Cusano
2016-08-23 09:40:57,United States,Oakville
2024-06-12 05:19:42,United States,Fairbanks
2024-07-30 15:18:47,Japan,Kushikino
2016-11-21 13:37:40,United Kingdom,Upper Norwood
2023-10-15 19:51:10,Brazil,Pilar do Sul
2016-07-28 14:15:21,United Kingdom,Birkenhead
2016-09-25 22:20:05,India,Vijayapura
2023-09-25 03:09:12,United States,Stevens Point
2017-02-04 11:44:26,Australia,Narre Warren South
2024-07-04 15:15:49,United States,Cuyahoga Falls
2020-10-31 06:58:49,France,Les Ulis
2024-05-24 20:52:41,India,Bhuban
2017-08-18 11:00:41,Japan,Nara-shi
2025-05-27 15:11:56,Brazil,Matinhos
2025-06-14 20:47:30,United States,Canton
2021-07-11 11:55:35,United States,University Park
2016-12-03 00:58:13,Brazil,Paracuru
2018-01-17 16:57:52,India,Kodoli
2022-02-26 06:04:23,India,Seoni Mālwa
2025-09-19 10:50:53,Brazil,São José
2017-08-02 01:22:55,United States,Baileys Crossroads
2018-05-23 12:54:31,Brazil,Ribeirão Pires
2017-06-13 20:24:22,United States,Dumas
2024-10-16 19:17:05,Japan,Ōdachō-ōda
2021-02-26 08:39:26,Japan,Himi
2020-03-08 02:43:51,Japan,Kawanoechō
2016-03-11 15:20:49,United States,Durham
2024-04-07 09:48:01,United States,Clemmons
2015-11-07 21:39:11,United States,Athens
2025-09-30 20:47:22,Japan,Minamiarupusu
2023-01-31 21:08:56,Brazil,Cajueiro
2018-08-09 18:15:49,Australia,Keilor East
2019-11-05 05:33:33,United States,Hamilton
2017-02-09 20:59:00,India,Nandri
2022-09-05 10:31:49,United States,Saint Michael
2024-08-27 23:54:58,India,Kundapura
2019-05-04 08:59:16,Brazil,Lagoa Formosa
2024-04-05 13:05:43,France,Bron
2025-01-20 06:26:02,United States,Cypress
2024-12-29 18:10:32,Brazil,Barra
2022-03-17 18:58:30,United States,Central Point
2020-02-18 02:52:03,United States,Stillwater
2022-11-22 23:12:45,United States,University of Texas
2022-02-24 11:33:03,India,Alwar
2020-04-12 20:13:55,Mexico,Chapala
2016-10-04 15:12:31,India,Panāgar
2021-12-22 06:55:48,United States,Nicholasville
2022-12-08 08:13:20,Canada,Bay Street Corridor
2017-10-29 07:55:36,Japan,Nakanojōmachi
2016-11-07 13:32:24,Japan,Ōmiya
2023-10-25 11:34:12,France,Marmande
2021-10-23 09:20:58,India,Basmat
2024-08-14 17:22:04,Japan,Takashima
2024-06-08 18:27:45,Germany,Wittenau
2018-11-29 13:19:16,Brazil,Miranda do Norte
2023-08-11 10:03:16,Germany,Uslar
2018-05-04 22:36:00,United States,Wailuku
2023-10-13 02:26:44,India,Siuri
2022-11-29 16:52:49,India,Ramanayyapeta
2025-05-05 22:19:10,United States,Gloucester
2024-05-26 10:32:21,Japan,Takenotsuka
2018-01-30 13:19:09,Germany,Burglesum
2018-06-06 08:52:01,Germany,Wallenhorst
2016-01-07 08:50:43,United Kingdom,Bromsgrove
2016-04-18 06:26:02,India,Pappinivattom
2025-01-03 08:58:37,Canada,Côte-Saint-Luc
2022-04-14 13:25:36,Brazil,Santo Amaro da Imperatriz
2020-04-18 00:42:55,Japan,Shibetsu
2018-03-31 05:30:59,India,Ausa
2016-04-27 15:19:20,United Kingdom,Worthing
2018-11-12 19:39:36,United Kingdom,Clacton-on-Sea
2025-08-31 15:10:57,United States,Montgomery
2017-04-23 23:10:02,United States,Vista
2018-03-12 20:46:02,France,Marseille 03
2021-10-21 07:41:49,Brazil,Descalvado
2017-08-26 05:27:32,Mexico,Moyotzingo
2016-09-24 00:09:01,Brazil,Fernandópolis
2023-01-15 21:26:46,Brazil,Jeremoabo
2021-07-14 17:23:45,India,Jāmuria
2015-12-10 07:16:05,Spain,Delicias
2017-05-09 11:51:27,United States,Gloversville
2025-03-17 04:48:22,India,Hīrākud
2018-02-12 17:36:24,Italy,San Salvo
2016-12-04 22:45:19,United States,Tualatin
2021-05-09 17:00:10,Brazil,Jaguaquara
2016-11-25 05:56:21,Italy,Floridia
2025-04-18 21:31:19,Canada,Central Saanich
2019-09-21 18:39:03,Brazil,Ariquemes
2023-04-10 16:18:18,United States,Lawrenceville
2020-04-27 11:58:29,Brazil,Jaguaripe
2025-01-12 14:21:17,United Kingdom,Atherton
2016-01-31 07:26:33,Mexico,El Pueblito
2020-07-25 15:49:58,India,Pāttyam
2019-07-23 07:50:29,India,Banūr
2021-05-25 22:33:06,India,Manipal
2022-08-10 06:10:13,India,Pithampur
2023-03-12 11:02:47,United States,Wake Forest
2019-03-07 02:53:37,India,Uravakonda
2017-08-27 05:50:51,United States,Lexington
2015-12-18 08:56:26,India,Ayakudi
2023-09-01 19:57:05,France,Lambersart
2025-06-19 03:41:25,Brazil,Varzelândia
1768.35,2019-03-17 18:50:18,Australia,Bhetia
2024-05-20 10:40:12,United Kingdom,Blackwall
2017-04-04 14:16:38,India,Chotila
2021-03-21 12:14:13,India,Silapathar
2019-05-10 12:39:53,Italy,Castel Maggiore
2023-01-26 20:57:39,Japan,Akatsuka
2022-06-25 15:20:03,Japan,Tamaru
701.88,2050-01-12 08:03:54,India,Kailāras
2022-01-23 14:15:15,United States,Jenison
2017-12-28 06:31:44,India,Meenambakkam
2017-07-12 10:56:47,Italy,Genoa
2019-05-17 12:31:13,Italy,Reggio nell'Emilia
2018-12-24 15:03:02,Germany,Bingen am Rhein
2017-09-16 12:52:44,India,Srīvardhan
2019-12-07 01:45:06,United States,San Mateo
2025-03-09 14:58:59,United Kingdom,Abingdon
2025-04-22 14:18:00,Japan,Minato City
2023-01-22 19:40:47,India,Chinna Salem
2019-02-08 13:29:18,Canada,Stonegate-Queensway
2016-02-02 05:33:00,India,Dhanera
2017-03-06 02:09:29,United States,Staten Island
2016-01-11 23:59:36,France,Sète
2020-02-09 20:07:09,France,Rosny-sous-Bois
2017-10-03 09:46:06,Spain,Utebo
2018-03-07 08:27:10,United States,Griffin
2019-07-14 20:26:34,Germany,Niederkassel
2021-10-18 17:53:48,Australia,Mitcham
2019-05-01 13:45:03,Brazil,Cidade Ocidental
2015-12-16 03:26:29,United Kingdom,Farnworth
2017-01-24 01:30:09,Mexico,San Antonio de la Cal
2017-11-07 09:37:20,India,Gunupur
2021-12-21 01:28:32,India,Dayal Pur
2020-12-21 05:47:39,United States,Hyde Park
2025-06-08 19:21:47,Spain,Iturrama
2016-03-07 21:12:38,United States,Cherry Hill
2019-09-27 20:43:05,Brazil,Maruim
2025-05-10 20:08:22,Spain,El Viso
2025-03-15 21:52:01,United States,Kīhei
2019-06-03 08:35:20,Italy,Bolzano
2024-03-11 17:18:21,Italy,Adelfia
2023-04-29 11:14:37,India,Un
2021-10-03 06:37:17,United States,Alamogordo
2025-08-25 19:15:17,United States,Setauket-East Setauket
2024-04-12 22:05:28,Germany,Bedburg
2017-10-27 23:38:26,United States,Loves Park
2024-08-25 14:12:15,Germany,Dillingen an der Donau
2017-12-27 11:33:25,India,Hatta
2024-10-07 19:06:51,Italy,Lumezzane
2022-11-15 10:53:51,India,Ramanayyapeta
2021-11-08 21:10:58,Japan,Nishihara
2018-10-28 11:42:30,India,Auhammadpur Mājri
2022-11-03 17:08:09,Canada,Walnut Grove
2019-08-12 09:20:48,United States,El Segundo
2023-12-05 12:46:02,Japan,Kariya
2025-06-20 21:28:02,Brazil,Pereira Barreto
2019-04-08 11:24:39,Brazil,São Carlos
2021-01-20 08:02:31,Brazil,Timóteo
2017-06-24 22:57:21,United Kingdom,Reigate
2020-02-26 05:18:40,Canada,Islington-City Centre West
2022-10-22 05:05:43,Brazil,Cuiabá
2025-04-08 14:51:22,India,Kanhangad
2025-06-13 19:34:47,India,Polichalur
2022-12-29 19:48:18,United States,Easley
2015-11-06 09:54:08,Germany,Wedding
2016-08-09 22:25:48,Brazil,Trairão
2023-05-10 05:55:26,United States,Erie
2017-03-05 00:27:41,Brazil,Alvarães
2017-10-30 12:20:01,United States,El Reno
2020-08-25 19:06:31,India,Dasūya
2021-02-24 11:58:26,France,Sainte-Marguerite
2021-08-02 11:05:52,United States,Claremore
2025-01-10 04:30:06,India,Vakkam
2017-09-08 16:41:36,Brazil,Planaltina
2019-04-09 01:03:59,United States,Greater Upper Marlboro
2021-12-24 23:09:19,Canada,Willoughby
2019-05-20 18:55:20,Brazil,São João Evangelista
2023-06-08 10:37:41,India,Samdari
2021-03-13 18:18:56,Brazil,Marília
2016-12-16 09:57:27,India,Chaksu
2022-06-01 16:13:49,Japan,Uonuma
2017-09-27 18:50:49,United States,Bloomingdale
2021-08-16 18:48:16,Brazil,Cruzeiro do Oeste
2019-06-15 00:57:32,Italy,Monterotondo
2021-06-13 19:10:10,Brazil,Araçatuba
2021-07-19 19:03:05,India,Kanhān
2015-12-31 21:31:57,Germany,Bad Neuenahr-Ahrweiler
2018-08-17 06:40:09,Canada,Burlington
2018-12-23 04:29:12,Japan,Muroto-misakicho
2020-01-04 17:38:37,India,Shillong
2020-10-02 23:55:56,United States,Ken Caryl
2021-11-06 06:50:21,United Kingdom,Dunfermline
2019-06-25 21:14:12,India,Devanahalli
2019-03-28 05:04:47,United States,Rogers
2021-07-16 18:24:04,India,Tamlūk
2016-10-19 04:49:57,United States,Mid-City
2017-01-01 23:17:26,Japan,Takahagi
2025-03-07 12:13:23,United States,Kendale Lakes
2020-05-14 14:07:33,Germany,Sömmerda
2021-08-06 09:54:14,Japan,Shingū
2024-11-28 17:53:50,Brazil,Itaguaí
2016-05-10 12:19:42,Brazil,Marau
2016-03-19 19:19:24,India,Gosāba
2018-08-03 01:22:36,Spain,Grao de Murviedro
2019-09-23 19:48:21,Italy,Pozzo Strada
2022-02-15 12:11:02,India,Basukinath
2023-06-20 05:59:26,India,Shikaripura
2023-11-17 05:57:09,India,Ajara
2018-01-29 13:41:18,France,Douai
2019-03-23 07:43:06,Spain,La Línea de la Concepción
2016-11-02 11:16:21,United States,Apple Valley
2017-03-15 12:47:52,Brazil,Soure
2025-09-12 04:55:52,United Kingdom,Coatbridge
2022-08-04 00:03:05,United States,Center City
2017-03-16 08:57:23,United States,Greeley
2021-09-21 21:13:25,United States,San Antonio
2020-06-03 21:34:26,Brazil,Canarana
2016-12-24 21:58:58,Japan,Honchō
2024-09-20 07:15:24,United States,New York City
2023-07-06 05:36:02,India,Rāhuri
2024-03-25 03:56:57,Brazil,Amontada
2025-01-28 23:12:32,United States,White Oak
2017-02-10 18:25:30,United Kingdom,Ruislip
2019-07-02 21:55:58,Japan,Gifu
2020-07-14 02:52:56,India,Chatrā
2019-02-03 19:58:49,Spain,Puerto Real
2023-08-01 17:55:00,Italy,L'Aquila
2024-07-09 02:08:04,Germany,Andernach
2020-04-27 03:18:16,United States,Evans
2016-08-28 09:23:47,United States,Allston
2023-08-31 17:50:11,India,Chik Ballāpur
2025-09-13 18:27:52,Japan,Fujioka
2023-09-24 02:22:58,Germany,Oelde
3058.56,2055-10-07 11:11:42,United States,Shakopee
2023-12-02 05:59:33,Germany,Baden-Baden
2022-03-13 10:41:18,India,Homnābād
2019-05-17 01:04:44,United States,Southaven
2021-11-10 17:35:48,Japan,Iijima
2019-08-09 22:40:29,United States,Overbrook
2022-09-29 14:38:48,France,Valence
2021-10-25 04:29:12,Japan,Otofuke
2023-09-24 18:46:55,France,Liévin
2023-09-26 23:17:33,Spain,Leioa
2016-08-26 10:52:11,Brazil,Rolim de Moura
2019-01-10 01:24:41,India,Muhammadābād
2016-04-12 06:09:56,United States,Lake in the Hills
2024-05-17 05:27:57,United Kingdom,Lancing
2017-03-03 20:51:17,Germany,Bilderstöckchen
2023-05-11 02:18:43,India,Budhāna
2025-08-22 20:09:18,Brazil,Campestre
2023-03-10 03:00:37,Germany,Mahlsdorf
2019-06-18 06:04:50,United States,Biddeford
422.08,2048-01-02 13:37:53,Japan,Asakura
2023-01-28 13:20:59,United States,Marshfield
2017-06-29 01:23:54,United States,Evansville
2019-01-23 23:29:34,United States,North Stamford
2023-06-25 15:41:43,India,Tevāram
2024-04-22 20:09:32,Germany,Meschede
2018-10-04 19:38:22,United States,Simi Valley
2019-07-17 17:00:09,Italy,San Lorenzo
2025-01-12 07:45:17,Brazil,Quixeramobim
2019-10-29 16:00:31,Spain,Recoletos
2016-09-06 11:15:22,Mexico,Acaponeta
2023-10-21 05:38:17,Germany,Wetter
2022-06-27 07:07:36,India,Desāīganj
2024-05-03 00:12:40,Germany,Wedding
2021-10-07 01:00:23,Japan,Amakusa
2020-07-29 20:43:03,Japan,Nishiarai
2022-12-18 23:37:38,India,Bilimora
2020-05-31 07:55:29,France,Grenoble
2019-03-02 15:05:16,Australia,Launceston
2021-09-15 11:39:02,Mexico,Tlalpan
2024-09-28 18:59:32,France,Saint-Égrève
2017-11-19 07:15:44,Germany,Sundern
2017-05-08 11:54:34,Brazil,Lucas
2022-12-12 18:25:08,India,Ghosī
2015-12-28 10:19:58,Spain,Lorca
2025-07-11 14:25:33,Australia,Moonee Ponds
2023-11-22 09:33:37,Canada,Wasaga Beach
2016-11-26 19:03:42,Brazil,Araguari
2020-07-31 22:42:43,India,Kolaccheri
2017-12-11 10:30:23,United States,Muscatine
2020-03-21 22:36:19,Brazil,Barueri
2020-07-12 21:29:31,Japan,Uekimachi-mōno
2016-11-11 12:44:25,United States,Randallstown
2016-04-15 09:56:22,India,Annigeri
729.6,2018-01-07 06:35:46,Mexico,Nicholsfurt
2024-07-24 09:16:15,United States,Germantown
2016-09-01 08:56:46,Japan,Tōgane
2020-10-30 06:13:11,India,Jagtiāl
2022-09-06 06:13:04,Mexico,Arcelia
2020-10-08 12:19:14,Italy,Caserta
2023-08-22 19:27:26,Brazil,Tabuleiro do Norte
2022-04-12 00:56:31,India,Hastināpur
2023-01-07 08:05:54,Japan,Ryōtsu-minato
2021-08-31 15:40:45,Brazil,Batalha
2015-11-24 06:28:27,India,Madurai
2024-06-10 21:21:56,United States,Hampton
2024-02-09 16:21:36,Brazil,Irati
2022-06-03 20:24:38,India,Phulera
2023-06-16 04:49:17,United States,Oak Park
2018-02-18 09:13:23,United States,Laurel
2023-11-24 21:54:12,India,Makronia
2018-07-06 06:12:56,Australia,Rockhampton
2018-12-18 11:41:38,United States,Statesville
2021-12-02 00:14:27,Canada,Whalley
2023-04-09 04:07:47,Spain,Sant Martí
2022-03-16 06:47:16,Japan,Miki
2022-03-24 22:47:51,United States,Tucson
2016-01-30 03:26:22,Spain,Fuente del Berro
2020-08-23 14:33:46,Japan,Shōwa
2018-11-17 19:46:24,United States,Germantown
2017-03-02 06:37:09,United States,Montgomery
2020-12-18 07:41:43,United States,Lewisville
2024-09-20 08:49:43,Brazil,Caarapó
2020-05-09 13:06:42,Brazil,Caraguatatuba
2022-07-25 03:55:56,United States,Norristown
2024-08-19 04:53:28,India,Baben
2019-02-13 09:12:57,United States,Hope Mills
2021-10-23 07:37:03,India,Uttarkāshi
2021-12-27 16:47:47,India,Kodār
2022-07-23 04:39:12,Germany,Oldenburg
2022-04-16 07:20:19,India,Kavisuryanagar
2020-09-27 07:49:14,Brazil,Pitangueiras
2020-02-09 04:31:45,Spain,Alhaurín de la Torre
2023-04-14 04:43:03,United States,Rego Park
2017-06-30 15:12:39,United Kingdom,Staveley
2017-04-16 13:25:56,Brazil,Guarantã do Norte
2022-05-26 19:54:16,Japan,Yamada
2018-04-02 19:33:11,United States,Mount Prospect
2015-11-10 18:09:07,United States,Ocoee
2016-12-09 15:40:22,Brazil,Valença do Piauí
2017-05-18 08:53:00,Brazil,São Gonçalo do Amarante
2021-12-31 02:24:40,United States,Garden City
2025-05-22 18:55:03,France,Montbrison
2021-03-21 20:27:31,Italy,Lugo
2025-09-19 22:56:36,India,Nawāpāra
2020-04-19 05:12:32,United States,Moraga
2021-07-04 13:58:39,India,Digras
2016-09-17 06:24:05,United States,Forney
2015-12-24 20:26:59,India,Honnavar
2021-05-25 03:20:40,Italy,Lugo
2020-02-02 03:35:02,Brazil,Monsenhor Tabosa
2025-01-29 20:55:05,Spain,Archena
2017-02-21 11:19:21,Italy,San Lazzaro
2018-12-22 01:51:22,Germany,Zehlendorf
2020-08-23 00:29:24,India,Katirur
2025-08-03 12:54:36,United Kingdom,Palmers Green
2016-07-25 08:16:47,India,Kīlattingal
2015-11-21 21:25:42,United States,Goleta
2017-03-08 21:27:26,Brazil,União da Vitória
400.13,2020-06-12 06:36:13,Spain,East Heather
2023-10-11 09:41:45,India,Rājaldesar
2017-12-29 04:47:42,Japan,Sukumo
2016-06-23 10:40:49,United States,Shelby
2024-12-04 10:10:46,India,Tinsukia
2020-05-18 18:13:34,Brazil,Matões
2024-01-13 09:28:13,Canada,Oakwood Village
2019-08-01 01:24:39,Spain,Parets del Vallès
2017-02-21 04:18:01,United States,Bend
2018-08-20 03:11:23,India,Wāris Alīganj
2025-06-03 10:14:45,Germany,Greven
2021-06-20 16:00:47,India,Bādāmi
2020-08-13 01:06:49,India,Bihārīganj
2021-09-06 05:30:10,Germany,Tegel
2023-07-18 14:54:45,India,Bijaynagar
2022-07-13 02:07:06,India,Muthutala
2019-03-23 06:39:34,United States,Reston
2020-12-20 10:30:39,India,Gursahāiganj
1379.85,2022-10-25 16:16:25,Bouvet Island (Bouvetoya),Carlos A. Carrillo
2025-09-15 09:04:58,Australia,Morley
2022-12-13 19:32:51,Japan,Fukui-shi
2021-12-25 17:46:42,France,Les Clayes-sous-Bois
2017-07-12 11:20:14,Brazil,Condeúba
2022-10-20 16:49:21,United States,Mount Pleasant
2024-05-19 21:35:19,Mexico,San José del Valle
2016-04-06 15:17:39,United States,Santa Clarita
2021-05-12 09:38:14,United Kingdom,Bentley
2024-05-03 22:58:47,India,Khekra
2018-02-16 16:48:08,Germany,Gallus
2017-03-11 07:59:59,India,Kusum Pur
2015-12-19 03:32:23,Mexico,San Mateo Atenco
2024-01-08 20:08:37,United Kingdom,Furzedown
2023-04-21 19:17:16,United States,Vestavia Hills
2016-10-13 05:03:10,India,Guruvāyūr
2019-07-22 03:21:01,France,Romans-sur-Isère
2019-06-26 09:02:49,United Kingdom,Windsor
2017-03-05 07:09:59,Brazil,Sao Lucas
2023-08-28 06:57:08,Germany,Wipperfürth
2019-03-24 09:19:49,United States,Lake Stevens
2019-02-21 16:40:12,United States,Ironville
2020-01-11 18:20:30,United Kingdom,Limehouse
2025-01-21 15:38:44,Australia,Wangaratta
2024-01-07 22:29:43,France,Vienne
2021-03-31 08:46:27,Brazil,Conceição da Barra
2023-02-20 17:09:36,Italy,Romano Banco
2023-10-05 04:15:02,Australia,Caulfield North
2022-10-02 21:29:03,India,Asifābād
2025-10-09 07:43:19,Brazil,Beruri
2022-12-18 11:39:12,Spain,Teruel
2019-04-13 07:47:39,United States,The Villages
2018-04-30 07:41:44,India,Navadwīp
2017-04-01 15:45:47,Spain,Vilanova i la Geltrú
2024-04-21 13:08:38,Italy,Oristano
2018-12-23 04:37:49,India,Rāmgundam
2023-11-16 06:44:06,Japan,Kukichūō
2025-04-30 04:58:44,Brazil,Paraibuna
2016-07-09 13:04:39,India,Mulakumūd
2024-07-08 21:18:46,United States,Lawrence
2018-01-25 16:05:38,Canada,St. Andrew-Windfields
2024-10-20 21:50:52,India,New Delhi
2016-01-19 22:05:33,India,Hinjilicut
2015-12-22 09:02:26,India,Melur
2016-05-08 00:46:36,India,Barjala
2017-06-28 05:14:37,Australia,Bathurst
2016-10-27 06:57:02,United States,Alief
2019-09-11 21:34:38,Brazil,Jequié
2016-09-08 23:06:46,Brazil,Entre Rios
2025-05-07 16:28:52,India,Sahaspur
2020-11-03 17:25:12,United States,Matteson
2024-12-06 09:18:01,United States,Ozone Park
2016-03-30 04:52:15,Germany,Mühldorf
2025-06-06 14:19:44,France,Chartres
2020-01-31 06:21:33,Brazil,São Domingos do Prata
2017-07-08 22:49:26,India,Bagaha
2022-03-02 10:57:38,United States,Haltom City
2017-10-02 20:52:47,Italy,Massafra
2025-04-26 06:03:47,Spain,San Fermín
2023-08-03 08:28:11,Japan,Hirara
2020-04-08 08:06:51,Brazil,Bonito
2018-04-02 07:26:30,Brazil,Castelo do Piauí
2023-11-06 21:40:28,Japan,Suwa
2024-12-26 09:31:20,Mexico,Palenque
2023-11-22 17:40:43,India,Dindigul
2019-09-28 20:18:15,India,Kishtwār
2020-11-04 23:40:46,Brazil,Uruará
2019-10-30 03:40:10,United States,Coon Rapids
2019-02-14 08:27:09,Spain,Marratxí
2016-07-23 16:14:22,United States,Wilsonville
2024-07-02 16:21:33,United States,Venice
2021-09-24 21:31:12,India,Mālvan
